Nivel,Precio Stop,Tokens Asignados,Pérdida Nivel,PNL Total en Nivel
1,3082.5597500000003,0.00021518912434165575,-0.003333333333333297,1.2193666666666667
2,3067.0695,0.00021518912434165575,-0.006666666666666691,1.2160333333333333
3,3051.5792500000002,0.00021518912434165575,-0.009999999999999988,1.2127
